model	sample_size	codon	codon_num	N_diffs	S_diffs	N_sites	S_sites	num_defined_seqs	sw_ratio	sw_start	sw_center	sw_end	sw_num_replicates	sw_N_diffs	sw_S_diffs	sw_N_sites	sw_S_sites	sw_dN	sw_dS	sw_dNdS	sw_dN_m_dS	sw_boot_dN_SE	sw_boot_dS_SE	sw_boot_dN_over_dS_SE	sw_boot_dN_over_dS_P	sw_boot_dN_m_dS_SE	sw_boot_dN_m_dS_P	sw_boot_dN_gt_dS_count	sw_boot_dN_eq_dS_count	sw_boot_dN_lt_dS_count	sw_ASL_dN_gt_dS_P	sw_ASL_dN_lt_dS_P	sw_ASL_dNdS_P
Emp/BloomDFE	100	5511	5511	0	0	2	1	100	piNpiS	5511	5525.5	5540	1000	0.002315151515151514	0.006096969696969698	60	30	3.85858585858586e-5	2.03232323232323e-4	0.18986083499006	-1.64646464646465e-4	2.36460428713834e-5	1.89875665082858e-4	NA	NA	1.90486947359726e-4	0.387398327240294	227	5	768	0.768	0.227	0.454
Emp/BloomDFE	100	5512	5512	0	0	2	1	100	piNpiS	5512	5526.5	5541	1000	0.002315151515151514	0.006096969696969698	60	30	3.85858585858586e-5	2.03232323232323e-4	0.18986083499006	-1.64646464646465e-4	2.25536749249776e-5	1.82679175557299e-4	NA	NA	1.82379622335539e-4	0.366649102695956	249	2	749	0.749	0.249	0.498
Emp/BloomDFE	100	5513	5513	0	0	2	1	100	piNpiS	5513	5527.5	5542	1000	0.002315151515151514	0.006096969696969698	60	30	3.85858585858586e-5	2.03232323232323e-4	0.18986083499006	-1.64646464646465e-4	2.2993779075344e-5	1.79327370049354e-4	NA	NA	1.76070324170639e-4	0.349727680672641	231	9	760	0.76	0.231	0.462
Emp/BloomDFE	100	5514	5514	0	0	2	1	100	piNpiS	5514	5528.5	5543	1000	0.002315151515151514	0.006096969696969698	60	30	3.85858585858586e-5	2.03232323232323e-4	0.18986083499006	-1.64646464646465e-4	2.25974676290854e-5	1.86181583597404e-4	NA	NA	1.78970882434985e-4	0.357592460532557	244	1	755	0.755	0.244	0.488
Emp/BloomDFE	100	5515	5515	0	0	2	1	100	piNpiS	5515	5529.5	5544	1000	0.002315151515151514	0.006096969696969698	60	30	3.85858585858586e-5	2.03232323232323e-4	0.18986083499006	-1.64646464646465e-4	2.25129058018343e-5	1.75411870135587e-4	NA	NA	1.92674623544441e-4	0.392810766057539	257	2	741	0.741	0.257	0.514
Emp/BloomDFE	100	5516	5516	0	0	2	1	100	piNpiS	5516	5530.5	5545	1000	0.002315151515151514	0.006096969696969698	60	30	3.85858585858586e-5	2.03232323232323e-4	0.18986083499006	-1.64646464646465e-4	2.20638327315639e-5	1.86603603209118e-4	NA	NA	1.88509290719182e-4	0.382438009137073	244	5	751	0.751	0.244	0.488
Emp/BloomDFE	100	5517	5517	0	0	2	1	100	piNpiS	5517	5531.5	5546	1000	0.002315151515151514	0.006096969696969698	60	30	3.85858585858586e-5	2.03232323232323e-4	0.18986083499006	-1.64646464646465e-4	2.19157661711261e-5	1.82729670080075e-4	NA	NA	1.8676550386795e-4	0.378010544657214	271	5	724	0.724	0.271	0.542
Emp/BloomDFE	100	5518	5518	0	0	2	1	100	piNpiS	5518	5532.5	5547	1000	0.002315151515151514	0.0068727272727272725	60	30	3.85858585858586e-5	2.29090909090909e-4	0.168430335097002	-1.90505050505051e-4	2.34805662031089e-5	1.77568843663983e-4	NA	NA	1.83092495467274e-4	0.298114488993312	153	0	847	0.847	0.153	0.306
Emp/BloomDFE	100	5519	5519	0	0	2	1	100	piNpiS	5519	5533.5	5548	1000	0.002315151515151514	0.0068727272727272725	60	30	3.85858585858586e-5	2.29090909090909e-4	0.168430335097002	-1.90505050505051e-4	2.16843810484883e-5	1.80746861374652e-4	NA	NA	1.90603253911727e-4	0.317559910435476	166	1	833	0.833	0.166	0.332
Emp/BloomDFE	100	5520	5520	0	0	2	1	100	piNpiS	5520	5534.5	5549	1000	0.002315151515151514	0.0068727272727272725	60	30	3.85858585858586e-5	2.29090909090909e-4	0.168430335097002	-1.90505050505051e-4	2.26847639973994e-5	1.86283670644891e-4	NA	NA	1.87563570593267e-4	0.30978056802775	152	1	847	0.847	0.152	0.304
Emp/BloomDFE	100	5521	5521	5.878787878787874e-4	0	2	1	100	piNpiS	5521	5535.5	5550	1000	0.003454545454545453	0.0068727272727272725	60	30	5.75757575757576e-5	2.29090909090909e-4	0.251322751322751	-1.71515151515152e-4	2.80206496672e-5	1.85695532945966e-4	NA	NA	1.8635832435902e-4	0.357389137866859	225	0	775	0.775	0.225	0.45
Emp/BloomDFE	100	5522	5522	0	0	2	1	100	piNpiS	5522	5536.5	5551	1000	0.002866666666666666	0.0068727272727272725	60	30	4.77777777777778e-5	2.29090909090909e-4	0.208553791887125	-1.81313131313131e-4	2.58203193180395e-5	1.80371266229076e-4	NA	NA	1.88649839927257e-4	0.336497172199121	178	0	822	0.822	0.178	0.356
Emp/BloomDFE	100	5523	5523	0	0	2	1	100	piNpiS	5523	5537.5	5552	1000	0.002866666666666666	0.0068727272727272725	60	30	4.77777777777778e-5	2.29090909090909e-4	0.208553791887125	-1.81313131313131e-4	2.75393425577609e-5	1.78888745500344e-4	NA	NA	1.84940022330649e-4	0.326894223489548	194	3	803	0.803	0.194	0.388
Emp/BloomDFE	100	5524	5524	0	0	2	1	100	piNpiS	5524	5538.5	5553	1000	0.002866666666666666	0.0068727272727272725	60	30	4.77777777777778e-5	2.29090909090909e-4	0.208553791887125	-1.81313131313131e-4	2.66191520931504e-5	1.84978230097576e-4	NA	NA	1.88365812091041e-4	0.335769084926017	197	2	801	0.801	0.197	0.394
Emp/BloomDFE	100	5525	5525	5.878787878787878e-4	0	2	1	100	piNpiS	5525	5539.5	5554	1000	0.002866666666666666	0.0068727272727272725	60	30	4.77777777777778e-5	2.29090909090909e-4	0.208553791887125	-1.81313131313131e-4	2.71193281654173e-5	1.79559125073045e-4	NA	NA	1.81582533896657e-4	0.31802903397036	188	3	809	0.809	0.188	0.376
Emp/BloomDFE	100	5526	5526	0	0	2	1	100	piNpiS	5526	5540.5	5555	1000	0.002278787878787878	0.0068727272727272725	60	30	3.7979797979798e-5	2.29090909090909e-4	0.165784832451499	-1.91111111111111e-4	2.67189678953764e-5	1.80985165235893e-4	NA	NA	1.77793586919477e-4	0.282417526210443	138	1	861	0.861	0.138	0.276
Emp/BloomDFE	100	5527	5527	0	0	2	1	100	piNpiS	5527	5541.5	5556	1000	0.002278787878787878	0.0068727272727272725	60	30	3.7979797979798e-5	2.29090909090909e-4	0.165784832451499	-1.91111111111111e-4	2.54228102590764e-5	1.7629321722444e-4	NA	NA	1.84764494692267e-4	0.300972681259912	160	5	835	0.835	0.16	0.32
Emp/BloomDFE	100	5528	5528	0	0	2	1	100	piNpiS	5528	5542.5	5557	1000	0.002278787878787878	0.0068727272727272725	60	30	3.7979797979798e-5	2.29090909090909e-4	0.165784832451499	-1.91111111111111e-4	2.65037490854844e-5	1.85557144927398e-4	NA	NA	1.82398141909674e-4	0.294745067668105	140	3	857	0.857	0.14	0.28
Emp/BloomDFE	100	5529	5529	0	0	2	1	100	piNpiS	5529	5543.5	5558	1000	0.002278787878787878	0.0068727272727272725	60	30	3.7979797979798e-5	2.29090909090909e-4	0.165784832451499	-1.91111111111111e-4	2.45793144868548e-5	1.72580311732918e-4	NA	NA	1.85961902623879e-4	0.304095867067383	155	5	840	0.84	0.155	0.31
Emp/BloomDFE	100	5530	5530	0	0	2	1	100	piNpiS	5530	5544.5	5559	1000	0.002278787878787878	0.0068727272727272725	60	30	3.7979797979798e-5	2.29090909090909e-4	0.165784832451499	-1.91111111111111e-4	2.63730302274464e-5	1.88841531034148e-4	NA	NA	1.96804869586929e-4	0.331513911563356	140	2	858	0.858	0.14	0.28
Emp/BloomDFE	100	5531	5531	0	0	2	1	100	piNpiS	5531	5545.5	5560	1000	0.002278787878787878	0.0068727272727272725	60	30	3.7979797979798e-5	2.29090909090909e-4	0.165784832451499	-1.91111111111111e-4	2.56850541258124e-5	1.79004527348447e-4	NA	NA	1.84885165252024e-4	0.301288281251107	146	5	849	0.849	0.146	0.292
Emp/BloomDFE	100	5532	5532	0	0	2	1	100	piNpiS	5532	5546.5	5561	1000	0.002278787878787878	0.0068727272727272725	60	30	3.7979797979798e-5	2.29090909090909e-4	0.165784832451499	-1.91111111111111e-4	2.60262045674225e-5	1.80328070094655e-4	NA	NA	1.8103693054923e-4	0.291129472881456	151	5	844	0.844	0.151	0.302
Emp/BloomDFE	100	5533	5533	0	0	2	1	100	piNpiS	5533	5547.5	5562	1000	0.002278787878787878	0.0068727272727272725	60	30	3.7979797979798e-5	2.29090909090909e-4	0.165784832451499	-1.91111111111111e-4	2.59589881253783e-5	1.77987708731349e-4	NA	NA	1.73872492201529e-4	0.271704747377521	142	1	857	0.857	0.142	0.284
Emp/BloomDFE	100	5534	5534	0	0	2	1	100	piNpiS	5534	5548.5	5563	1000	0.002278787878787878	0.0068727272727272725	60	30	3.7979797979798e-5	2.29090909090909e-4	0.165784832451499	-1.91111111111111e-4	2.60000677483522e-5	1.79625157651529e-4	NA	NA	1.78026242617766e-4	0.28304699065587	140	3	857	0.857	0.14	0.28
Emp/BloomDFE	100	5535	5535	0	0	2	1	100	piNpiS	5535	5549.5	5564	1000	0.002278787878787878	0.0068727272727272725	60	30	3.7979797979798e-5	2.29090909090909e-4	0.165784832451499	-1.91111111111111e-4	2.57508478904917e-5	1.79318446277602e-4	NA	NA	1.87523725052236e-4	0.308141108630263	132	5	863	0.863	0.132	0.264
Emp/BloomDFE	100	5536	5536	0.001139393939393939	0	2	1	100	piNpiS	5536	5550.5	5565	1000	0.0028666666666666662	0.0068727272727272725	60	30	4.77777777777778e-5	2.29090909090909e-4	0.208553791887125	-1.81313131313131e-4	2.82064512331484e-5	1.7939813408006e-4	NA	NA	1.78945421056817e-4	0.310949614020817	180	1	819	0.819	0.18	0.36
Emp/BloomDFE	100	5537	5537	0	0	2	1	100	piNpiS	5537	5551.5	5566	1000	0.001727272727272727	0.00746060606060606	60	30	2.87878787878788e-5	2.48686868686869e-4	0.115759545085296	-2.1989898989899e-4	2.14321942549531e-5	1.8505353305387e-4	NA	NA	1.89708372487011e-4	0.246398206206221	74	0	926	0.926	0.074	0.148
Emp/BloomDFE	100	5538	5538	0	5.878787878787882e-4	2	1	100	piNpiS	5538	5552.5	5567	1000	0.006436363636363639	0.00746060606060606	60	30	1.07272727272727e-4	2.48686868686869e-4	0.431356620633631	-1.41414141414141e-4	7.61623370116843e-5	1.84986629171476e-4	NA	NA	2.10971648353792e-4	0.502667033805891	260	0	740	0.74	0.26	0.52
Emp/BloomDFE	100	5539	5539	0	0	2	1	100	piNpiS	5539	5553.5	5568	1000	0.006436363636363639	0.007460606060606059	60	30	1.07272727272727e-4	2.48686868686869e-4	0.431356620633632	-1.41414141414141e-4	8.38346962673747e-5	1.81146468293947e-4	NA	NA	1.96134729723438e-4	0.470906373798691	233	0	767	0.767	0.233	0.466
Emp/BloomDFE	100	5540	5540	0	0.00550909090909091	2	1	100	piNpiS	5540	5554.5	5569	1000	0.006436363636363639	0.007460606060606059	60	30	1.07272727272727e-4	2.48686868686869e-4	0.431356620633632	-1.41414141414141e-4	7.83546151566186e-5	1.70777175235164e-4	NA	NA	2.02252374529298e-4	0.484429271508425	247	0	753	0.753	0.247	0.494
Emp/BloomDFE	100	5541	5541	0	0	2	1	100	piNpiS	5541	5555.5	5570	1000	0.006436363636363639	0.0019515151515151498	60	30	1.07272727272727e-4	6.5050505050505e-5	1.64906832298137	4.22222222222223e-5	7.81549562815144e-5	3.42495277678909e-5	NA	NA	9.17072694854401e-5	0.64522760598317	651	1	348	0.348	0.651	0.696
Emp/BloomDFE	100	5542	5542	0	0	2	1	100	piNpiS	5542	5556.5	5571	1000	0.006436363636363639	0.0019515151515151498	60	30	1.07272727272727e-4	6.5050505050505e-5	1.64906832298137	4.22222222222223e-5	8.07719758774722e-5	3.69016398318322e-5	NA	NA	8.98083273142851e-5	0.638257104038177	650	0	350	0.35	0.65	0.7
Emp/BloomDFE	100	5543	5543	0	0	2	1	100	piNpiS	5543	5557.5	5572	1000	0.006436363636363639	0.0019515151515151498	60	30	1.07272727272727e-4	6.5050505050505e-5	1.64906832298137	4.22222222222223e-5	7.8699771515614e-5	3.48600349490272e-5	NA	NA	8.7925876119386e-5	0.631083436082337	651	2	347	0.347	0.651	0.694
Emp/BloomDFE	100	5544	5544	0	0	2	1	100	piNpiS	5544	5558.5	5573	1000	0.006436363636363639	0.0019515151515151498	60	30	1.07272727272727e-4	6.5050505050505e-5	1.64906832298137	4.22222222222223e-5	7.85013155355228e-5	3.58491845446353e-5	NA	NA	8.84242083927014e-5	0.633008836383104	652	2	346	0.346	0.652	0.692
Emp/BloomDFE	100	5545	5545	0	0	2	1	100	piNpiS	5545	5559.5	5574	1000	0.006436363636363639	0.0019515151515151498	60	30	1.07272727272727e-4	6.5050505050505e-5	1.64906832298137	4.22222222222223e-5	7.95475300657216e-5	3.52848614358343e-5	NA	NA	9.03230519167118e-5	0.640172321456797	643	0	357	0.357	0.643	0.714
Emp/BloomDFE	100	5546	5546	0	0	2	1	100	piNpiS	5546	5560.5	5575	1000	0.006436363636363639	0.002911111111111108	60	30	1.07272727272727e-4	9.70370370370369e-5	1.10548230395559	1.02356902356904e-5	8.09744770364888e-5	4.69836921915836e-5	NA	NA	9.88138675041858e-5	0.917498243972519	536	0	464	0.464	0.536	0.928
Emp/BloomDFE	100	5547	5547	0	7.757575757575749e-4	2	1	100	piNpiS	5547	5561.5	5576	1000	0.006436363636363639	0.002911111111111108	60	30	1.07272727272727e-4	9.70370370370369e-5	1.10548230395559	1.02356902356904e-5	7.78573396772556e-5	4.56820774665053e-5	NA	NA	9.53768212630591e-5	0.914536367951641	497	1	502	0.502	0.497	0.994
Emp/BloomDFE	100	5548	5548	0	0	2	1	100	piNpiS	5548	5562.5	5577	1000	0.006436363636363639	0.0021353535353535328	60	30	1.07272727272727e-4	7.11784511784511e-5	1.50709555345317	3.60942760942762e-5	7.61808640591676e-5	4.13368598525826e-5	NA	NA	9.45542724338231e-5	0.70266106735461	637	2	361	0.361	0.637	0.722
Emp/BloomDFE	100	5549	5549	0	0	2	1	100	piNpiS	5549	5563.5	5578	1000	0.007395959595959598	0.0021353535353535328	60	30	1.23265993265993e-4	7.11784511784511e-5	1.7317880794702	5.20875420875422e-5	8.1899562973892e-5	3.97533112524866e-5	NA	NA	9.03867811530235e-5	0.564430067439706	698	1	301	0.301	0.698	0.602
Emp/BloomDFE	100	5550	5550	0.001139393939393939	0	2	1	100	piNpiS	5550	5564.5	5579	1000	0.007395959595959598	0.0021353535353535328	60	30	1.23265993265993e-4	7.11784511784511e-5	1.7317880794702	5.20875420875422e-5	7.71609561029951e-5	4.03793224825193e-5	NA	NA	9.1745576696724e-5	0.570212204647891	673	2	325	0.325	0.673	0.65
Emp/BloomDFE	100	5551	5551	0	0	2	1	100	piNpiS	5551	5565.5	5580	1000	0.00625656565656566	0.0021353535353535328	60	30	1.04276094276094e-4	7.11784511784511e-5	1.46499526963103	3.30976430976432e-5	8.24477087389903e-5	4.00351081802724e-5	NA	NA	8.94752717434841e-5	0.711450838280436	629	1	370	0.37	0.629	0.74
Emp/BloomDFE	100	5552	5552	0	0	2	1	100	piNpiS	5552	5566.5	5581	1000	0.00625656565656566	0.003953535353535349	60	30	1.04276094276094e-4	1.31784511784512e-4	0.791262135922331	-2.75084175084173e-5	8.03009050779807e-5	6.98570249280851e-5	NA	NA	1.14032870784965e-4	0.809375038682052	377	1	622	0.622	0.377	0.754
Emp/BloomDFE	100	5553	5553	0	0	2	1	100	piNpiS	5553	5567.5	5582	1000	0.00625656565656566	0.003953535353535349	60	30	1.04276094276094e-4	1.31784511784512e-4	0.791262135922331	-2.75084175084173e-5	7.44144287221189e-5	7.11114471856024e-5	NA	NA	1.1062876923802e-4	0.803627514344763	381	0	619	0.619	0.381	0.762
Emp/BloomDFE	100	5554	5554	0	0	2	1	100	piNpiS	5554	5568.5	5583	1000	0.00625656565656566	0.003953535353535349	60	30	1.04276094276094e-4	1.31784511784512e-4	0.791262135922331	-2.75084175084173e-5	7.86557191928392e-5	7.02546813636947e-5	NA	NA	1.1196368827121e-4	0.805921806299988	406	0	594	0.594	0.406	0.812
Emp/BloomDFE	100	5555	5555	0	0	2	1	100	piNpiS	5555	5569.5	5584	1000	0.006844444444444447	0.003953535353535349	60	30	1.14074074074074e-4	1.31784511784512e-4	0.865610628513031	-1.77104377104375e-5	7.72727346538013e-5	6.93274459163943e-5	NA	NA	1.05401143642537e-4	0.866560547232206	399	0	601	0.601	0.399	0.798
Emp/BloomDFE	100	5556	5556	0	0	2	1	100	piNpiS	5556	5570.5	5585	1000	0.006844444444444447	0.003953535353535349	60	30	1.14074074074074e-4	1.31784511784512e-4	0.865610628513031	-1.77104377104375e-5	7.90281434771805e-5	6.91861998038938e-5	NA	NA	1.11649176560197e-4	0.873963716509705	405	0	595	0.595	0.405	0.81
Emp/BloomDFE	100	5557	5557	0	0	2	1	100	piNpiS	5557	5571.5	5586	1000	0.007620202020202023	0.003953535353535349	60	30	1.27003367003367e-4	1.31784511784512e-4	0.963719979560553	-4.78114478114457e-6	7.84416876649209e-5	6.87872808644482e-5	NA	NA	1.12467542215634e-4	0.966091080026202	488	0	512	0.512	0.488	0.976
Emp/BloomDFE	100	5558	5558	0	0	2	1	100	piNpiS	5558	5572.5	5587	1000	0.007620202020202023	0.003953535353535349	60	30	1.27003367003367e-4	1.31784511784512e-4	0.963719979560553	-4.78114478114457e-6	8.0085349609937e-5	6.94358166138169e-5	NA	NA	1.09736214311302e-4	0.965247616436295	464	0	536	0.536	0.464	0.928
Emp/BloomDFE	100	5559	5559	0	0	2	1	100	piNpiS	5559	5573.5	5588	1000	0.00857979797979798	0.003953535353535349	60	30	1.42996632996633e-4	1.31784511784512e-4	1.08507920286152	1.12121212121214e-5	7.62935618119424e-5	7.07935820792119e-5	NA	NA	1.11969318151539e-4	0.920236627569324	528	0	472	0.472	0.528	0.944
Emp/BloomDFE	100	5560	5560	0	0	2	1	100	piNpiS	5560	5574.5	5589	1000	0.009355555555555556	0.003953535353535349	60	30	1.55925925925926e-4	1.31784511784512e-4	1.18318855390905	2.41414141414143e-5	8.14314482855634e-5	6.97588811009707e-5	NA	NA	1.12952844838597e-4	0.830757597202157	607	0	393	0.393	0.607	0.786
Emp/BloomDFE	100	5561	5561	0	0	2	1	100	piNpiS	5561	5575.5	5590	1000	0.009355555555555556	0.003953535353535349	60	30	1.55925925925926e-4	1.31784511784512e-4	1.18318855390905	2.41414141414143e-5	8.07638182166224e-5	6.97648341193274e-5	NA	NA	1.08541153179595e-4	0.82398916099818	571	0	429	0.429	0.571	0.858
Emp/BloomDFE	100	5562	5562	0	0	2	1	100	piNpiS	5562	5576.5	5591	1000	0.009355555555555556	0.003953535353535349	60	30	1.55925925925926e-4	1.31784511784512e-4	1.18318855390905	2.41414141414143e-5	7.99566204266858e-5	7.0916634008327e-5	NA	NA	1.15334550735889e-4	0.834201241961398	576	0	424	0.424	0.576	0.848
Emp/BloomDFE	100	5563	5563	0	0	2	1	100	piNpiS	5563	5577.5	5592	1000	0.009355555555555556	0.003953535353535349	60	30	1.55925925925926e-4	1.31784511784512e-4	1.18318855390905	2.41414141414143e-5	8.0705009263981e-5	7.0845899593924e-5	NA	NA	1.1017210758789e-4	0.826553022768744	570	0	430	0.43	0.57	0.86
Emp/BloomDFE	100	5564	5564	0	0	2	1	100	piNpiS	5564	5578.5	5593	1000	0.009355555555555556	0.003953535353535349	60	30	1.55925925925926e-4	1.31784511784512e-4	1.18318855390905	2.41414141414143e-5	8.13476922029538e-5	6.66870660443703e-5	NA	NA	1.08451033198939e-4	0.823845299472369	584	0	416	0.416	0.584	0.832
Emp/BloomDFE	100	5565	5565	5.878787878787882e-4	0	2	1	100	piNpiS	5565	5579.5	5594	1000	0.009355555555555556	0.003953535353535349	60	30	1.55925925925926e-4	1.31784511784512e-4	1.18318855390905	2.41414141414143e-5	8.04818409759191e-5	7.3395718660362e-5	NA	NA	1.11769258958906e-4	0.82899294878816	605	0	395	0.395	0.605	0.79
Emp/BloomDFE	100	5566	5566	0	5.878787878787874e-4	2	1	100	piNpiS	5566	5580.5	5595	1000	0.008767676767676768	0.003953535353535349	60	30	1.46127946127946e-4	1.31784511784512e-4	1.10884006131835	1.43434343434345e-5	7.75857635245649e-5	6.9808110325269e-5	NA	NA	1.11995466626036e-4	0.898092340954006	549	0	451	0.451	0.549	0.902
Emp/BloomDFE	100	5567	5567	0.004709090909090912	0	2	1	100	piNpiS	5567	5581.5	5596	1000	0.008767676767676768	0.003365656565656561	60	30	1.46127946127946e-4	1.12188552188552e-4	1.30252100840336	3.39393939393941e-5	7.81172908224931e-5	6.98315542057608e-5	NA	NA	1.07525843216197e-4	0.752276219276053	619	0	381	0.381	0.619	0.762
Emp/BloomDFE	100	5568	5568	0	5.878787878787873e-4	2	1	100	piNpiS	5568	5582.5	5597	1000	0.004058585858585857	0.003365656565656561	60	30	6.76430976430976e-5	1.12188552188552e-4	0.602941176470589	-4.45454545454544e-5	2.77684114912788e-5	6.86651848838605e-5	NA	NA	7.41163722096253e-5	0.54782637315908	281	0	719	0.719	0.281	0.562
Emp/BloomDFE	100	5569	5569	0	0	2	1	100	piNpiS	5569	5583.5	5598	1000	0.004058585858585857	0.0027777777777777735	60	30	6.76430976430976e-5	9.25925925925925e-5	0.730545454545455	-2.49494949494948e-5	2.86817121590354e-5	6.59372200267802e-5	NA	NA	7.36307920426832e-5	0.734725791148704	433	0	567	0.567	0.433	0.866
Emp/BloomDFE	100	5570	5570	0	0	2	1	100	piNpiS	5570	5584.5	5599	1000	0.005018181818181817	0.0027777777777777735	60	30	8.36363636363636e-5	9.25925925925925e-5	0.903272727272728	-8.95622895622884e-6	3.0695274596553e-5	6.51466579962761e-5	NA	NA	7.51737427961371e-5	0.905164132843722	487	0	513	0.513	0.487	0.974
Emp/BloomDFE	100	5571	5571	0	0	2	1	100	piNpiS	5571	5585.5	5600	1000	0.005018181818181817	0.004755555555555553	60	30	8.36363636363636e-5	1.58518518518518e-4	0.527612574341547	-7.48821548821548e-5	3.12309447007098e-5	8.72328895354644e-5	NA	NA	1.01100431410263e-4	0.458892963509415	221	0	779	0.779	0.221	0.442
Emp/BloomDFE	100	5572	5572	0	0	2	1	100	piNpiS	5572	5586.5	5601	1000	0.005018181818181817	0.004755555555555553	60	30	8.36363636363636e-5	1.58518518518518e-4	0.527612574341547	-7.48821548821548e-5	3.25759189570216e-5	9.12279991049268e-5	NA	NA	1.00432649048045e-4	0.455911659501558	249	0	751	0.751	0.249	0.498
Emp/BloomDFE	100	5573	5573	0	0	2	1	100	piNpiS	5573	5587.5	5602	1000	0.005018181818181817	0.004755555555555553	60	30	8.36363636363636e-5	1.58518518518518e-4	0.527612574341547	-7.48821548821548e-5	3.04502438724276e-5	8.88064108002768e-5	NA	NA	9.87349516241997e-5	0.448202056284345	239	0	761	0.761	0.239	0.478
Emp/BloomDFE	100	5574	5574	0	0	2	1	100	piNpiS	5574	5588.5	5603	1000	0.005018181818181817	0.004755555555555553	60	30	8.36363636363636e-5	1.58518518518518e-4	0.527612574341547	-7.48821548821548e-5	3.0797496223593e-5	8.59522308963577e-5	NA	NA	1.03586117621872e-4	0.469742803725396	262	0	738	0.738	0.262	0.524
Emp/BloomDFE	100	5575	5575	0	9.595959595959579e-4	2	1	100	piNpiS	5575	5589.5	5604	1000	0.005018181818181817	0.005531313131313129	60	30	8.36363636363636e-5	1.84377104377104e-4	0.453615777940102	-1.00740740740741e-4	3.08150615381295e-5	9.22354529505912e-5	NA	NA	1.01205914510523e-4	0.319539964717701	146	0	854	0.854	0.146	0.292
Emp/BloomDFE	100	5576	5576	0	0	2	1	100	piNpiS	5576	5590.5	5605	1000	0.005018181818181817	0.004571717171717171	60	30	8.36363636363636e-5	1.52390572390572e-4	0.548828988068935	-6.87542087542088e-5	3.08356187752234e-5	9.0359290194304e-5	NA	NA	9.99897420432727e-5	0.491696757263393	277	0	723	0.723	0.277	0.554
Emp/BloomDFE	100	5577	5577	0	0	2	1	100	piNpiS	5577	5591.5	5606	1000	0.005018181818181817	0.004571717171717171	60	30	8.36363636363636e-5	1.52390572390572e-4	0.548828988068935	-6.87542087542088e-5	3.17013690343024e-5	9.16692669507722e-5	NA	NA	1.01090584260874e-4	0.496425471781671	267	0	733	0.733	0.267	0.534
Emp/BloomDFE	100	5578	5578	9.595959595959593e-4	0	2	1	100	piNpiS	5578	5592.5	5607	1000	0.009090909090909084	0.004571717171717171	60	30	1.51515151515151e-4	1.52390572390572e-4	0.99425541316836	-8.75420875421002e-7	6.90075196623552e-5	8.84786428920635e-5	NA	NA	1.19036999774348e-4	0.994132257147602	508	0	492	0.492	0.508	0.984
Emp/BloomDFE	100	5579	5579	0	0	2	1	100	piNpiS	5579	5593.5	5608	1000	0.008131313131313125	0.004571717171717171	60	30	1.35521885521885e-4	1.52390572390572e-4	0.889306230667255	-1.6868686868687e-5	6.90525319303845e-5	9.2290955545587e-5	NA	NA	1.2296280367405e-4	0.890884344364728	443	0	557	0.557	0.443	0.886
Emp/BloomDFE	100	5580	5580	0	0	2	1	100	piNpiS	5580	5594.5	5609	1000	0.008131313131313125	0.004571717171717171	60	30	1.35521885521885e-4	1.52390572390572e-4	0.889306230667255	-1.6868686868687e-5	6.94578041267145e-5	8.89368486664796e-5	NA	NA	1.16533718076453e-4	0.884905339127354	440	0	560	0.56	0.44	0.88
Emp/BloomDFE	100	5581	5581	0	0.0018181818181818158	2	1	100	piNpiS	5581	5595.5	5610	1000	0.008131313131313125	0.004571717171717171	60	30	1.35521885521885e-4	1.52390572390572e-4	0.889306230667255	-1.6868686868687e-5	7.11071313844759e-5	8.96294677138927e-5	NA	NA	1.2097275353124e-4	0.88910085808665	466	0	534	0.534	0.466	0.932
Emp/BloomDFE	100	5582	5582	0	0	2	1	100	piNpiS	5582	5596.5	5611	1000	0.008719191919191911	0.0027535353535353547	60	30	1.45319865319865e-4	9.17845117845118e-5	1.58327219369039	5.35353535353534e-5	7.06673303964468e-5	6.94711131613842e-5	NA	NA	1.0654388102937e-4	0.615335302269757	725	0	275	0.275	0.725	0.55
Emp/BloomDFE	100	5583	5583	0	0	2	1	100	piNpiS	5583	5597.5	5612	1000	0.008719191919191911	0.0027535353535353547	60	30	1.45319865319865e-4	9.17845117845118e-5	1.58327219369039	5.35353535353534e-5	7.1182494921255e-5	6.67369065834208e-5	NA	NA	9.9524417122102e-5	0.590637974993714	725	0	275	0.275	0.725	0.55
Emp/BloomDFE	100	5584	5584	5.878787878787876e-4	0	2	1	100	piNpiS	5584	5598.5	5613	1000	0.008719191919191911	0.0027535353535353547	60	30	1.45319865319865e-4	9.17845117845118e-5	1.58327219369039	5.35353535353534e-5	7.32533716690997e-5	6.75438093629676e-5	NA	NA	1.03073113110093e-4	0.603487387511083	688	0	312	0.312	0.688	0.624
Emp/BloomDFE	100	5585	5585	0	0	2	1	100	piNpiS	5585	5599.5	5614	1000	0.011363636363636357	0.0027535353535353547	60	30	1.89393939393939e-4	9.17845117845118e-5	2.06346294937637	9.76094276094275e-5	8.609921471767e-5	6.84087488747835e-5	NA	NA	1.15684755060398e-4	0.398807113364077	797	0	203	0.203	0.797	0.406
